,Spend,Impressions,StartDate,EndDate,OrganizationName,PayingAdvertiserName,Gender,AgeBracket,Regions (Included),Interests,AdvancedDemographics
1514,198,36008,2019/09/21 09:00:00Z,2019/09/22 01:00:00Z,Biden for President,Biden for President,,,,,
1721,3,834,2019/09/21 13:02:05Z,2019/09/21 22:59:59Z,Biden for President,Biden for President,,,,,
2053,500,267396,2019/12/12 19:21:47Z,2019/12/16 19:10:36Z,Biden for President,Biden for President,,,Iowa,,
2766,974,245052,2019/07/31 20:00:00Z,2019/08/01 03:59:00Z,Biden for President,Biden for President,,17+,,,
205,74,21299,2020/01/10 17:36:02Z,2020/01/16 04:59:59Z,Biden for President,Biden for President,,17-27,,,
513,66,11927,2020/01/10 17:23:38Z,2020/01/16 04:59:59Z,Biden for President,Biden for President,,17-27,,,
526,77,18117,2020/01/10 17:23:38Z,2020/01/15 17:23:38Z,Biden for President,Biden for President,,17-24,,,
1132,361,135584,2019/06/14 15:01:59Z,2019/06/30 15:01:59Z,Aisle 518 Strategies LLC,Bernie 2020,,17+,,,
801,155,15927,2020/02/03 23:47:52Z,2020/02/04 04:59:59Z,Friends of Andrew Yang,Friends of Andrew Yang,,17+,Iowa,,
2863,83500,41769342,2019/12/20 19:59:14Z,2020/01/17 19:57:32Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,18-34,"Alabama,Arkansas,California,Colorado,Maine,Minnesota,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,South Carolina,Nevada,Florida,Michigan,Pennsylvania,Arizona",,
2972,166500,17410136,2019/12/20 21:30:00Z,2020/01/18 04:59:16Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,18-34,"Alabama,Arkansas,California,Colorado,Maine,Minnesota,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,South Carolina,Nevada,Florida,Wisconsin,Michigan,Arizona,Pennsylvania",,
1,0,1,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey","Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",
8,12732,1317768,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
26,62175,6087352,2020/02/02 21:02:33Z,2020/02/05 04:59:55Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,18-34,"Alabama,Arkansas,California,Colorado,Maine,Minnesota,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,South Carolina,Nevada,Florida,Wisconsin,Michigan,Arizona,Pennsylvania",,
27,16382,1702780,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
44,7794,3655247,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey","Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",
45,17459,1811479,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
52,16192,1681141,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Illinois,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Wisconsin,Maryland,New York,Pennsylvania,Georgia,Minnesota,Ohio,New Jersey",,
79,12650,5901671,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
93,12978,1337256,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey","Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",
96,16716,1734889,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Illinois,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Wisconsin,Maryland,New York,Pennsylvania,Georgia,Minnesota,Ohio,New Jersey",,
122,9472,4532245,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
137,8642,4174520,2020/02/22 19:08:15Z,2020/03/03 17:00:15Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
139,12766,5956868,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
218,19251,1976054,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
221,12935,6034926,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
235,14199,6628695,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
257,17081,1767463,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey","Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",
265,13354,1382444,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
275,16454,1710418,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
296,11031,1142239,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
310,21744,2228902,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
327,11547,1190775,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
339,24443,2499263,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
428,8753,4228700,2020/02/22 19:08:15Z,2020/03/03 17:00:15Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
433,12674,1311830,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
440,12577,1296931,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
455,11935,5684316,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey","Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",
456,17624,1828172,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
489,10969,5329960,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
496,15461,7531827,2020/02/22 19:08:15Z,2020/03/03 17:00:15Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
504,17485,1816486,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
537,10528,5115931,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
595,10213,4880359,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
598,10489,5097032,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
606,32800,3366238,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
611,11896,5666353,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey","Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",
617,10650,5175160,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
619,22918,10806135,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
646,28872,2967735,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
660,10881,5286887,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
665,24496,2505812,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
666,11716,1209373,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
676,0,2,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey","Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",
727,0,4,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey","Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",
731,75000,30938595,2020/02/02 21:05:38Z,2020/02/05 04:59:05Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,18-34,"Alabama,Arkansas,California,Colorado,Maine,Minnesota,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,South Carolina,Nevada,Florida,Wisconsin,Michigan,Arizona,Pennsylvania",,
737,12202,5810300,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey","Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",
739,9220,4414401,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
740,8774,4238932,2020/02/22 19:08:15Z,2020/03/03 17:00:15Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
751,13934,1447769,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
857,15779,7685783,2020/02/22 19:08:15Z,2020/03/03 17:00:15Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,
868,18450,1906076,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey","Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",
890,9800,4688603,2020/02/08 05:00:00Z,2020/02/16 04:59:59Z,Hawkfish LLC,"Mike Bloomberg 2020, Inc.",,24-38,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Michigan,Mississippi,Missouri,Washington,Arizona,Florida,Illinois,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Georgia,Minnesota,New Jersey,Ohio",,
