,Advertiser_ID,Advertiser_Name,Date_Range_Start,Date_Range_End,Num_of_Days,Impressions,Spend_USD
263152,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-21,2019-07-02,12,≤ 10k,≤ 100
263153,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-14,2019-07-01,12,≤ 10k,≤ 100
263154,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-19,2019-06-20,30,≤ 10k,≤ 100
263156,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2019-09-16,15,≤ 10k,≤ 100
263157,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-15,2019-06-21,7,100k-1M,1k-50k
263158,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-08,2019-03-13,6,≤ 10k,≤ 100
263160,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-01,2019-10-03,6,≤ 10k,≤ 100
263164,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-07,2019-10-06,10,≤ 10k,≤ 100
263166,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-12-06,2020-01-06,28,≤ 10k,≤ 100
263168,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2019-08-01,12,≤ 10k,≤ 100
263169,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-08,2020-01-05,31,≤ 10k,≤ 100
263173,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2020-01-06,155,10k-100k,≤ 100
263175,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-26,2019-05-14,19,100k-1M,1k-50k
263176,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-03-15,138,≤ 10k,≤ 100
263177,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-06-29,21,≤ 10k,≤ 100
263178,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-31,2019-12-08,23,≤ 10k,≤ 100
263180,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-26,2019-10-08,3,≤ 10k,≤ 100
263181,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-27,2019-06-09,7,≤ 10k,≤ 100
263184,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-05-09,178,100k-1M,1k-50k
263185,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2020-01-06,119,≤ 10k,≤ 100
263186,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-05-07,115,≤ 10k,≤ 100
263187,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-12-31,2020-01-13,7,≤ 10k,≤ 100
263191,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-06,2019-06-20,12,≤ 10k,≤ 100
263192,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-30,2019-11-29,29,≤ 10k,≤ 100
263194,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-28,2020-02-24,100,100k-1M,≤ 100
263197,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-27,2019-07-15,23,≤ 10k,≤ 100
263198,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-01,2019-10-08,8,10k-100k,100-1k
263200,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-08,2019-03-30,20,100k-1M,100-1k
263201,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-12-30,2020-01-06,7,≤ 10k,≤ 100
263202,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2019-10-08,22,≤ 10k,≤ 100
263204,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-17,2019-07-14,24,≤ 10k,≤ 100
263205,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-30,2020-02-24,60,≤ 10k,≤ 100
263207,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-12-26,63,≤ 10k,≤ 100
263212,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-27,2019-11-10,73,100k-1M,100-1k
263218,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-07-14,47,10k-100k,100-1k
263220,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-30,2020-01-06,82,≤ 10k,≤ 100
263223,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-23,2019-10-13,24,≤ 10k,≤ 100
263224,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-01,2020-01-06,85,10k-100k,100-1k
263225,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-11,2019-11-29,50,≤ 10k,≤ 100
263227,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-12-09,50,≤ 10k,≤ 100
263231,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2020-01-06,73,≤ 10k,≤ 100
263232,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-17,2019-07-15,21,10k-100k,100-1k
263233,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-09,2019-06-29,15,≤ 10k,≤ 100
263234,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-07-14,23,≤ 10k,≤ 100
263235,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-24,2019-06-14,19,≤ 10k,≤ 100
263238,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-18,2019-08-03,17,100k-1M,100-1k
263239,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-25,2019-08-29,5,≤ 10k,≤ 100
263244,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-17,2019-06-13,28,100k-1M,100-1k
263248,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-31,2019-11-26,111,≤ 10k,≤ 100
263251,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-20,2019-06-05,17,100k-1M,100-1k
263252,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-30,2019-07-03,29,10k-100k,100-1k
263254,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-17,2019-07-15,30,≤ 10k,≤ 100
263255,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-25,126,≤ 10k,≤ 100
263258,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-07-15,47,100k-1M,1k-50k
263259,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2019-09-12,19,≤ 10k,≤ 100
263260,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-28,2020-01-06,49,≤ 10k,≤ 100
263262,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2020-02-24,208,100k-1M,100-1k
263263,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-10-15,63,10k-100k,100-1k
263264,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-13,2019-11-28,14,≤ 10k,≤ 100
263267,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-08,2020-02-24,119,10k-100k,100-1k
263269,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-01-04,2019-05-11,113,10k-100k,≤ 100
263272,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-07,2020-01-04,82,100k-1M,1k-50k
263273,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-29,2020-02-11,60,≤ 10k,≤ 100
263276,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-01,2019-09-25,8,≤ 10k,≤ 100
263277,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-05,2020-02-24,18,10k-100k,100-1k
263279,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-07-25,2019-03-15,69,10k-100k,100-1k
263280,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-10,2019-09-19,6,≤ 10k,≤ 100
263281,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-21,2019-03-25,2,≤ 10k,≤ 100
263282,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-07,2019-10-03,5,≤ 10k,≤ 100
263284,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-08,2019-08-30,10,≤ 10k,≤ 100
263285,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-26,40,≤ 10k,≤ 100
263287,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-24,2019-06-28,18,≤ 10k,≤ 100
263289,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-05-08,127,≤ 10k,≤ 100
263291,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2019-10-04,10,≤ 10k,≤ 100
263292,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-03,2019-04-05,3,≤ 10k,≤ 100
263293,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-11,2019-11-28,10,≤ 10k,≤ 100
263296,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-06,157,≤ 10k,≤ 100
263298,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-24,2019-08-27,2,≤ 10k,≤ 100
263299,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-11,2019-05-11,41,10k-100k,≤ 100
263300,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2019-10-15,30,10k-100k,1k-50k
263301,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-31,2020-02-03,98,≤ 10k,≤ 100
263302,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2019-12-05,49,≤ 10k,≤ 100
263305,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-18,2019-11-29,133,100k-1M,100-1k
263307,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-21,2019-10-10,3,≤ 10k,≤ 100
263308,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-10,2019-03-13,2,≤ 10k,≤ 100
263309,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-29,2019-08-29,1,≤ 10k,≤ 100
263313,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-06-01,2019-05-09,206,100k-1M,1k-50k
263316,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-08,2019-03-20,9,≤ 10k,≤ 100
263317,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-07-25,2019-03-14,67,≤ 10k,≤ 100
263319,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-02,2019-05-20,18,≤ 10k,≤ 100
263320,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-02,2019-07-14,4,≤ 10k,≤ 100
263325,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-10-15,54,≤ 10k,100-1k
263326,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-31,2020-01-29,143,10k-100k,≤ 100
263327,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-20,2019-06-05,13,≤ 10k,≤ 100
263328,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2019-11-30,129,10k-100k,≤ 100
263329,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-01,2019-05-13,10,100k-1M,1k-50k
263331,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-05,2019-05-11,20,≤ 10k,≤ 100
263335,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-12,2019-11-28,13,≤ 10k,≤ 100
263336,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-31,2019-05-09,154,10k-100k,100-1k
263341,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-30,2019-10-04,2,≤ 10k,≤ 100
263345,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-21,2019-06-28,6,≤ 10k,≤ 100
263346,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-17,2019-07-13,15,≤ 10k,≤ 100
263348,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-01,2020-02-12,63,≤ 10k,≤ 100
263349,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-28,2019-07-06,4,≤ 10k,≤ 100
263350,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-31,2019-05-09,158,100k-1M,1k-50k
263352,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-09,2019-03-17,11,≤ 10k,≤ 100
263353,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-26,2019-03-11,11,≤ 10k,≤ 100
263356,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-21,2019-09-13,14,≤ 10k,≤ 100
263357,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-11,2019-06-20,6,≤ 10k,≤ 100
263359,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-07,2020-01-05,65,≤ 10k,≤ 100
263362,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-11,2019-11-27,10,≤ 10k,≤ 100
263367,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-04,2019-05-08,14,≤ 10k,≤ 100
263373,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-06,163,10k-100k,≤ 100
263374,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2019-11-24,79,≤ 10k,≤ 100
263375,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-11,2020-01-06,49,100k-1M,1k-50k
263378,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-03,2019-07-07,5,≤ 10k,≤ 100
263380,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-10,2019-12-03,17,≤ 10k,≤ 100
263382,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-26,2019-10-06,9,≤ 10k,≤ 100
263387,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-30,2019-11-30,36,≤ 10k,≤ 100
263389,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-28,2019-10-09,4,≤ 10k,≤ 100
263390,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-10-05,14,≤ 10k,≤ 100
263393,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-13,2019-06-24,12,≤ 10k,≤ 100
263395,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-03,2019-06-29,4,≤ 10k,≤ 100
263396,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-14,2019-07-15,20,≤ 10k,≤ 100
263397,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-12-05,2020-02-21,56,≤ 10k,≤ 100
263398,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-08-16,2019-03-16,60,≤ 10k,≤ 100
263399,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2019-11-29,128,100k-1M,≤ 100
263400,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2020-01-06,92,≤ 10k,≤ 100
263407,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2020-01-05,82,≤ 10k,≤ 100
263409,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-07-15,37,≤ 10k,≤ 100
263413,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-30,2020-02-23,95,≤ 10k,≤ 100
263414,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2019-11-29,90,≤ 10k,≤ 100
263415,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-17,2019-10-06,12,≤ 10k,≤ 100
263416,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-15,2020-01-14,134,10k-100k,1k-50k
263418,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2019-10-09,22,≤ 10k,≤ 100
263420,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-06-12,2019-03-30,176,100k-1M,1k-50k
263421,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2019-11-27,29,≤ 10k,≤ 100
263424,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-12-03,46,≤ 10k,≤ 100
263425,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-18,2019-08-03,17,10k-100k,≤ 100
263427,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-31,2020-01-06,86,≤ 10k,≤ 100
263432,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-08,2020-01-06,101,≤ 10k,≤ 100
263434,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-01,2019-06-14,4,≤ 10k,≤ 100
263439,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-30,2020-02-21,149,10k-100k,≤ 100
263441,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-06,2019-04-09,3,≤ 10k,≤ 100
263442,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2019-09-06,13,≤ 10k,≤ 100
263445,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-08,2019-04-22,2,≤ 10k,≤ 100
263450,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-23,2019-06-28,3,≤ 10k,≤ 100
263451,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-23,2020-02-22,56,≤ 10k,≤ 100
263453,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-20,2019-03-25,3,≤ 10k,≤ 100
263454,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-19,2019-07-13,36,≤ 10k,≤ 100
263455,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-07,2020-01-06,109,10k-100k,100-1k
263456,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-02-25,115,10k-100k,100-1k
263460,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-24,2019-07-15,47,≤ 10k,≤ 100
263464,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-03,2019-07-01,17,≤ 10k,≤ 100
263465,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-31,2019-05-02,135,100k-1M,1k-50k
263471,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-20,2019-06-05,17,10k-100k,100-1k
263472,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-26,2020-02-24,132,10k-100k,100-1k
263473,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-08-03,2019-03-31,133,10k-100k,100-1k
263476,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-07-24,2019-03-05,17,100k-1M,100-1k
263477,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-29,2020-02-11,93,≤ 10k,≤ 100
263483,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-06-01,2019-04-24,189,10k-100k,100-1k
263484,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-27,131,10k-100k,≤ 100
263486,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-24,2019-11-19,81,1M-10M,1k-50k
263489,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-31,2019-07-02,9,≤ 10k,≤ 100
263491,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-06-13,32,100k-1M,100-1k
263493,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-23,2020-01-06,106,10k-100k,1k-50k
263496,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-01-19,2019-01-19,1,≤ 10k,≤ 100
263497,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2020-01-06,39,≤ 10k,≤ 100
263498,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-18,2019-10-09,14,≤ 10k,≤ 100
263501,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2020-02-24,144,10k-100k,100-1k
263502,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-25,130,10k-100k,≤ 100
263503,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-08,2019-03-24,16,≤ 10k,≤ 100
263505,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-17,2020-02-24,140,10k-100k,100-1k
263507,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-07-12,43,≤ 10k,≤ 100
263508,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-08,2019-10-09,24,≤ 10k,≤ 100
263510,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-02,2019-07-15,28,≤ 10k,≤ 100
263511,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2019-11-25,116,10k-100k,≤ 100
263513,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-30,2019-11-22,7,≤ 10k,≤ 100
263515,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-22,2019-10-10,9,≤ 10k,≤ 100
263516,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-06-29,22,≤ 10k,≤ 100
263518,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-25,2019-06-26,8,≤ 10k,≤ 100
263519,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-03,2020-01-06,25,≤ 10k,≤ 100
263524,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-28,2019-03-15,16,10k-100k,100-1k
263527,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2019-09-15,9,≤ 10k,≤ 100
263528,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-31,2019-05-07,102,≤ 10k,≤ 100
263531,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-05-09,196,1M-10M,1k-50k
263534,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-06,2019-11-27,78,≤ 10k,≤ 100
263536,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2019-10-08,14,≤ 10k,≤ 100
263539,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-29,2020-02-12,97,≤ 10k,≤ 100
263540,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-16,2019-06-21,6,≤ 10k,≤ 100
263547,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-28,2020-01-05,44,≤ 10k,≤ 100
263550,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-09,2019-07-03,30,≤ 10k,≤ 100
263551,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-08-15,2019-04-24,172,10k-100k,100-1k
263555,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-23,2020-01-03,22,≤ 10k,≤ 100
263556,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-30,2019-11-28,28,≤ 10k,≤ 100
263557,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2020-02-24,185,100k-1M,100-1k
263559,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-09,2019-03-16,8,≤ 10k,≤ 100
263561,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-07,2019-07-06,13,≤ 10k,≤ 100
263562,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-04,2019-05-07,107,≤ 10k,≤ 100
263565,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-22,2020-02-24,218,100k-1M,1k-50k
263566,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-11,2020-02-12,119,100k-1M,1k-50k
263569,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-26,2019-10-08,13,≤ 10k,≤ 100
263572,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-01-03,2019-06-04,59,≤ 10k,≤ 100
263573,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-19,2019-03-25,5,≤ 10k,≤ 100
263574,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-29,2020-01-06,49,≤ 10k,≤ 100
263577,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-27,2019-10-09,4,≤ 10k,≤ 100
