,Advertiser_ID,Advertiser_Name,Date_Range_Start,Date_Range_End,Num_of_Days,Impressions,Spend_USD
282826,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-03,2019-04-23,4,≤ 10k,≤ 100
282827,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-04,2019-05-09,187,100k-1M,1k-50k
282830,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-10-25,49,≤ 10k,≤ 100
282831,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-20,2019-07-15,45,100k-1M,≤ 100
282832,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-08-03,2019-05-07,208,≤ 10k,≤ 100
282837,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-09,2019-04-02,22,10k-100k,100-1k
282843,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-04,2020-02-24,17,≤ 10k,≤ 100
282845,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-03-14,39,≤ 10k,≤ 100
282847,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-03-18,154,100k-1M,1k-50k
282857,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-01,2019-08-19,17,10k-100k,100-1k
282860,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-12,2019-10-14,3,≤ 10k,≤ 100
282861,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-01,2019-05-07,3,≤ 10k,≤ 100
282863,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-24,70,≤ 10k,≤ 100
282874,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-18,2019-07-03,10,≤ 10k,≤ 100
282878,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-01-03,2019-03-15,58,≤ 10k,≤ 100
282880,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-09,2019-04-01,14,≤ 10k,≤ 100
282883,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-27,26,≤ 10k,≤ 100
282889,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-24,2019-07-14,9,≤ 10k,≤ 100
282890,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-20,2019-09-10,13,10k-100k,100-1k
282891,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-23,2019-10-09,9,≤ 10k,≤ 100
282901,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-12-04,2020-01-05,29,≤ 10k,≤ 100
282906,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2020-01-06,90,≤ 10k,≤ 100
282908,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-10-10,80,≤ 10k,≤ 100
282910,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-18,2020-02-24,125,10k-100k,100-1k
282917,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-31,2019-05-08,138,≤ 10k,≤ 100
282920,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-06,168,10k-100k,≤ 100
282921,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-26,2019-11-30,53,≤ 10k,100-1k
282928,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-01,2020-02-12,96,≤ 10k,≤ 100
282930,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-30,2019-10-03,10,≤ 10k,≤ 100
282933,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-26,111,≤ 10k,≤ 100
282934,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-22,2019-05-06,5,≤ 10k,≤ 100
282937,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-27,2019-09-15,18,≤ 10k,≤ 100
282942,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2019-12-07,45,≤ 10k,≤ 100
282944,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-25,2020-01-03,105,≤ 10k,≤ 100
282945,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2020-01-21,143,10k-100k,≤ 100
282951,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-30,2019-06-28,11,≤ 10k,≤ 100
282954,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-29,2020-02-24,87,10k-100k,100-1k
282957,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-28,2019-11-27,24,≤ 10k,≤ 100
282962,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-25,96,≤ 10k,≤ 100
282963,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-08,2020-02-12,48,≤ 10k,≤ 100
282965,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-06-11,2019-05-09,289,100k-1M,1k-50k
282968,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2020-01-21,58,≤ 10k,≤ 100
282969,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-25,2020-02-24,103,10k-100k,≤ 100
282970,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-07-12,40,≤ 10k,≤ 100
282972,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-26,2020-02-24,81,≤ 10k,≤ 100
282973,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-31,2019-06-01,2,≤ 10k,≤ 100
282977,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-04,2019-05-07,18,≤ 10k,≤ 100
282979,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-04,2020-01-06,42,≤ 10k,≤ 100
282980,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-31,2019-10-09,30,≤ 10k,≤ 100
282982,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-08-03,2019-05-08,217,≤ 10k,≤ 100
282990,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-29,2019-11-29,34,≤ 10k,≤ 100
282994,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-18,2020-02-24,207,1M-10M,1k-50k
282996,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-08,2019-11-28,10,≤ 10k,≤ 100
283004,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-14,2019-11-30,17,10k-100k,≤ 100
283005,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2020-02-12,118,10k-100k,100-1k
283015,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-01-30,2019-04-09,37,≤ 10k,≤ 100
283016,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2019-10-07,5,≤ 10k,≤ 100
283017,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-08,2019-10-04,6,≤ 10k,≤ 100
283019,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-08-15,2019-03-15,160,≤ 10k,≤ 100
283020,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-31,2020-01-29,72,≤ 10k,≤ 100
283021,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-21,2019-10-10,9,≤ 10k,≤ 100
283022,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2019-11-27,66,≤ 10k,≤ 100
283025,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-31,2020-02-12,98,≤ 10k,≤ 100
283026,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-06-11,2019-05-09,248,100k-1M,100-1k
283027,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-08,2019-10-23,16,1M-10M,100-1k
283028,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-27,2020-02-12,121,10k-100k,100-1k
283036,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-10,2019-07-03,14,≤ 10k,≤ 100
283037,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-09,2020-02-12,120,≤ 10k,≤ 100
283038,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-18,2020-01-06,168,> 10M,1k-50k
283041,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-19,2019-07-13,37,≤ 10k,≤ 100
283045,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-03,2020-02-11,47,≤ 10k,≤ 100
283053,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-12-28,96,≤ 10k,≤ 100
283055,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-02-24,218,10k-100k,≤ 100
283059,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-07,2020-02-24,132,10k-100k,100-1k
283061,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-26,2019-10-07,12,≤ 10k,≤ 100
283062,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-04,2019-11-28,20,≤ 10k,≤ 100
283073,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2019-07-22,4,≤ 10k,≤ 100
283075,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-30,2019-11-27,24,≤ 10k,≤ 100
283080,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-12,2019-03-05,4,≤ 10k,≤ 100
283084,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-02,2019-10-09,8,≤ 10k,≤ 100
283087,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-09,2019-03-10,2,≤ 10k,≤ 100
283089,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2019-09-28,13,≤ 10k,≤ 100
283090,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2019-08-29,6,≤ 10k,≤ 100
283097,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-18,2020-02-24,99,100k-1M,1k-50k
283101,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-17,2019-06-27,9,≤ 10k,≤ 100
283103,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-06,2020-02-24,120,≤ 10k,≤ 100
283107,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-07,2019-06-29,11,100k-1M,1k-50k
283109,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-31,2019-04-24,118,10k-100k,100-1k
283111,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-29,2019-05-01,14,≤ 10k,≤ 100
283112,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-19,2019-08-07,6,≤ 10k,≤ 100
283115,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-09,2019-03-13,4,≤ 10k,≤ 100
283117,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-14,2020-01-27,44,10k-100k,≤ 100
283118,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2020-01-06,164,1M-10M,1k-50k
283125,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-02,2019-07-09,20,≤ 10k,≤ 100
283129,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2019-10-03,7,≤ 10k,≤ 100
283132,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-25,25,≤ 10k,≤ 100
283136,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-30,2020-01-06,31,≤ 10k,≤ 100
283137,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-06,2020-02-24,18,≤ 10k,≤ 100
283140,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-02,2019-07-03,22,≤ 10k,≤ 100
283145,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-18,2019-07-15,59,100k-1M,≤ 100
283148,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-14,2020-02-05,63,≤ 10k,≤ 100
283150,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-27,2019-10-11,14,≤ 10k,≤ 100
283153,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-14,2020-02-05,78,100k-1M,100-1k
283154,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-04,2020-02-16,7,≤ 10k,≤ 100
283159,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-07-31,15,≤ 10k,≤ 100
283162,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-04-29,156,100k-1M,1k-50k
283168,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-19,115,100k-1M,100-1k
283170,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-30,2019-06-26,5,≤ 10k,≤ 100
283175,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-13,2019-07-03,7,≤ 10k,≤ 100
283178,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2019-11-29,83,≤ 10k,≤ 100
283179,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-08,2019-03-12,14,≤ 10k,≤ 100
283180,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-12,2019-10-09,17,≤ 10k,≤ 100
283181,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-01-02,2019-01-16,13,≤ 10k,≤ 100
283182,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-01-04,2019-05-11,76,100k-1M,1k-50k
283184,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-12,2020-02-05,103,≤ 10k,100-1k
283189,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-26,108,≤ 10k,≤ 100
283190,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-08,2020-01-06,59,≤ 10k,≤ 100
283193,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-11,2019-07-11,14,≤ 10k,≤ 100
283196,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-14,2019-07-06,20,≤ 10k,≤ 100
283200,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-21,2019-07-05,7,≤ 10k,≤ 100
283201,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-07,2020-02-24,116,≤ 10k,≤ 100
283205,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-27,2019-10-15,18,≤ 10k,≤ 100
283208,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-10-15,75,10k-100k,100-1k
283213,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-31,2019-04-23,91,10k-100k,100-1k
283214,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-04,102,≤ 10k,≤ 100
283220,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-17,2019-07-08,36,≤ 10k,≤ 100
283223,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-07,2019-06-20,7,≤ 10k,≤ 100
283224,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-26,2019-10-04,5,≤ 10k,≤ 100
283225,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-27,2019-05-30,4,≤ 10k,≤ 100
283227,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-07-27,2019-03-15,62,10k-100k,100-1k
283229,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2019-11-27,38,≤ 10k,≤ 100
283231,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2020-01-21,72,≤ 10k,≤ 100
283237,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-06,2019-07-15,36,≤ 10k,≤ 100
283238,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2019-11-24,78,≤ 10k,≤ 100
283240,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-06,2020-02-20,11,10k-100k,100-1k
283242,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-06-01,2019-05-07,144,≤ 10k,≤ 100
283247,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-31,2019-05-08,147,≤ 10k,≤ 100
283248,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-28,2020-02-23,92,≤ 10k,≤ 100
283250,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-12-21,2020-01-05,10,≤ 10k,≤ 100
283251,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-07,2020-02-24,92,≤ 10k,≤ 100
283252,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-01,2020-02-24,140,≤ 10k,≤ 100
283256,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-27,2020-02-05,119,10k-100k,100-1k
283259,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-02,2020-01-06,64,≤ 10k,≤ 100
283262,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2020-02-12,141,≤ 10k,100-1k
283269,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-07-23,6,≤ 10k,≤ 100
283271,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-08-03,2019-04-27,180,10k-100k,100-1k
283273,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-25,2019-10-15,13,≤ 10k,≤ 100
283275,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-17,2019-10-03,3,≤ 10k,≤ 100
283277,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-01-21,2019-02-13,4,≤ 10k,≤ 100
283282,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-31,2020-01-29,163,10k-100k,≤ 100
283283,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-23,2019-11-28,38,≤ 10k,≤ 100
283286,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-26,97,≤ 10k,≤ 100
283295,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-06,2020-02-04,139,10k-100k,≤ 100
283297,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-23,2020-02-24,84,≤ 10k,100-1k
283298,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-21,2019-10-09,15,≤ 10k,≤ 100
283300,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-21,2019-10-08,11,≤ 10k,≤ 100
283301,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-07,2020-01-03,44,≤ 10k,≤ 100
283308,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2019-12-04,31,≤ 10k,≤ 100
283314,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-05,2019-10-06,2,≤ 10k,≤ 100
283316,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-28,2020-01-06,31,≤ 10k,≤ 100
283317,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-11,2019-10-01,35,≤ 10k,≤ 100
283318,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-02,2019-11-28,18,≤ 10k,≤ 100
283328,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-17,2019-10-10,15,≤ 10k,≤ 100
283329,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2020-01-21,78,≤ 10k,≤ 100
283330,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-26,2019-10-06,5,≤ 10k,≤ 100
283331,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-07-09,35,10k-100k,100-1k
283332,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-19,2019-07-02,3,≤ 10k,≤ 100
283340,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2020-02-24,212,10k-100k,≤ 100
283344,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2020-02-24,126,≤ 10k,≤ 100
283347,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2020-02-18,49,≤ 10k,≤ 100
283348,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-08,2020-02-23,80,≤ 10k,≤ 100
283352,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-01,2019-11-27,110,10k-100k,≤ 100
283354,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-05-08,154,≤ 10k,≤ 100
283361,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-07-25,2019-04-22,76,10k-100k,100-1k
283362,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-04,2020-02-24,19,≤ 10k,≤ 100
283363,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-07-13,40,≤ 10k,≤ 100
283372,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2020-01-14,87,≤ 10k,≤ 100
283374,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-26,116,≤ 10k,≤ 100
283376,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-26,2020-02-24,90,10k-100k,≤ 100
283378,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-07-24,2019-02-12,14,≤ 10k,≤ 100
283384,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-04-24,136,10k-100k,100-1k
283387,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2020-02-22,87,≤ 10k,≤ 100
283388,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2020-02-12,108,≤ 10k,≤ 100
283392,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-31,2019-05-09,155,10k-100k,100-1k
283393,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-25,2019-10-22,22,≤ 10k,≤ 100
283397,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-25,2019-06-16,19,≤ 10k,≤ 100
283401,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2019-10-08,8,≤ 10k,≤ 100
283402,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-03,2019-04-29,125,10k-100k,≤ 100
283403,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-25,2019-10-15,13,≤ 10k,≤ 100
283404,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-28,2019-11-28,12,≤ 10k,≤ 100
283406,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-08-03,2019-05-09,234,10k-100k,100-1k
283411,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-17,2020-01-06,81,≤ 10k,≤ 100
283414,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-05,74,≤ 10k,≤ 100
283415,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-26,2019-08-30,2,≤ 10k,≤ 100
283418,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-29,2019-11-27,29,≤ 10k,≤ 100
283424,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-28,2020-02-24,85,10k-100k,≤ 100
283426,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-07-14,35,≤ 10k,≤ 100
283428,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-06-01,2019-04-02,94,≤ 10k,≤ 100
283429,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-24,2019-05-08,10,≤ 10k,≤ 100
283436,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-23,2019-10-09,12,≤ 10k,≤ 100
283440,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-25,2020-02-23,64,≤ 10k,≤ 100
283445,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-11-26,32,≤ 10k,≤ 100
283448,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-23,2019-07-15,49,100k-1M,1k-50k
283450,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-22,2020-02-12,144,10k-100k,100-1k
283452,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-18,2020-01-06,42,≤ 10k,≤ 100
283453,AR488306308034854912,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-10-29,2020-02-22,67,≤ 10k,≤ 100
